Square_Footage,Price
224.53,8381.38
80.18,3383.99
76.65,3109.52
164.42,6332.69
120.43,4720.16
214.77,8121.48
228.01,8460.04
107.75,4309.47
82.11,3369.84
201.72,7550.43
90.46,3691.9
210.98,7937.81
123.22,4687.83
176.86,6833.5
51.02,2099.66
167.25,6285.24
129.39,5019.18
159.05,6108.12
66.96,3001.33
192.11,7038.1
219.82,8142.77
77.68,3006.21
51.06,2290.16
35.2,1759.19
171.23,6652.26
163.56,6236.69
150.27,5863.97
81.03,3394.38
116.0,4516.45
160.78,5986.57
139.29,5402.61
247.31,9006.74
60.02,2730.11
182.93,6886.41
118.95,4782.77
124.2,4799.12
187.87,7102.39
182.34,6902.69
248.08,9178.17
58.25,2495.37
52.9,2390.89
189.35,7034.79
157.25,5882.64
90.32,3785.32
47.47,2234.25
48.84,2216.16
226.72,8601.78
72.21,3000.6
101.14,4172.23
79.86,3312.81
108.1,4181.0
45.27,2269.37
144.19,5645.83
44.87,2058.51
206.08,7785.46
81.42,3309.21
148.8,5791.01
223.62,8087.5
173.19,6459.78
147.25,5751.7
101.35,4022.4
103.26,4134.87
177.29,6570.37
248.71,9389.66
175.6,6765.21
152.71,5824.86
190.74,7135.54
132.35,5235.04
43.23,2211.34
153.71,5975.06
240.68,9140.89
68.57,2807.6
181.8,6781.1
74.21,2978.3
147.88,5720.05
51.27,2311.97
129.08,5002.66
196.36,7453.38
106.47,4349.53
176.28,6517.25
205.0,7615.27
233.98,8771.28
81.62,3309.97
117.85,4544.91
63.53,2825.46
248.35,9063.17
233.94,8657.75
148.79,5740.53
215.25,7976.27
144.61,5639.69
167.19,6294.72
49.61,2377.12
196.16,7353.01
58.1,2600.52
211.73,7985.32
202.05,7508.86
185.92,6801.99
37.96,1864.51
96.69,3891.32
87.88,3631.55
109.23,4300.4
49.28,2181.81
236.13,8965.42
151.84,5667.04
97.22,3975.93
117.34,4549.3
128.38,4959.88
162.13,6142.87
143.45,5440.39
232.27,8686.44
139.33,5515.68
248.27,9236.62
217.31,8116.31
75.87,3056.89
234.73,8767.27
55.6,2661.66
209.84,7806.29
113.74,4443.2
223.15,8254.29
220.97,8185.1
207.3,7481.1
203.81,7673.74
97.03,3811.47
47.8,2012.05
118.66,4728.27
68.18,2777.94
182.89,6867.26
106.14,4361.61
244.63,8921.28
171.01,6332.23
210.95,7910.03
59.16,2685.39
219.64,8030.08
233.01,8696.0
137.15,5358.48
163.38,6012.23
198.26,7518.89
68.46,2983.92
140.56,5388.58
117.71,4744.94
62.2,2790.73
110.86,4390.33
45.0,2029.78
35.68,1651.47
59.74,2587.02
241.89,9022.96
150.9,5748.96
242.48,8767.08
125.15,5007.11
98.6,3970.01
141.35,5409.33
126.69,5019.96
53.25,2516.08
170.98,6204.17
77.53,3256.92
166.31,6178.16
173.04,6606.46
63.45,2733.38
43.5,2085.96
201.77,7511.94
131.16,4903.14
42.8,1952.82
248.87,9251.16
42.71,2096.45
182.91,6784.59
246.41,9227.03
82.62,3326.9
61.29,2681.57
56.7,2433.67
96.72,3903.44
52.23,2417.24
182.28,6756.94
43.7,1961.66
142.07,5491.05
249.27,9464.72
209.07,7731.25
165.35,6491.2
97.38,4108.6
167.26,6344.27
145.95,5578.4
123.74,4761.64
58.76,2549.65
225.05,8236.18
128.95,5005.72
72.82,3198.28
110.91,4320.64
121.11,4714.73
212.06,7751.93
191.4,7236.24
199.25,7500.1
32.43,1641.31
121.55,4732.7
135.9,5227.07
34.22,1747.97
87.16,3547.68
197.26,7435.73
60.16,2627.24
147.77,5784.23
77.34,3274.75
32.67,1662.62
83.06,3559.09
244.69,9106.25
206.34,7852.33
241.11,8999.43
137.33,5122.28
54.14,2525.45
150.55,5782.81
129.96,5043.51
215.76,8079.68
51.58,2270.74
137.41,5332.16
63.01,2646.19
101.43,4177.43
192.22,7216.29
134.72,5177.08
112.7,4351.85
116.78,4614.34
131.08,5106.45
202.7,7633.47
226.26,8316.33
240.17,8745.96
203.12,7671.72
99.39,4127.1
181.39,6746.0
126.27,5078.49
86.03,3539.35
214.99,8024.0
38.45,1806.13
228.39,8355.12
131.53,5202.15
170.18,6378.89
175.06,6549.04
226.93,8541.6
170.07,6264.06
165.07,6124.93
44.66,2061.41
144.05,5571.07
63.04,2754.77
192.24,7198.06
142.69,5747.15
179.65,6764.96
39.17,1847.8
48.65,2123.2
187.59,7078.08
45.86,2166.55
45.68,2219.03
32.66,1494.31
240.43,8890.46
192.25,7273.48
107.72,4328.74
95.24,3833.98
106.93,4296.96
200.42,7433.94
175.5,6798.34
70.74,3075.27
68.3,2756.15
51.65,2200.14
175.27,6529.64
198.16,7503.47
88.31,3462.38
34.61,1678.17
48.08,2228.19
242.93,8995.91
95.0,3850.81
199.23,7366.44
167.43,6419.39
114.03,4429.61
75.25,3101.33
56.71,2508.45
165.3,6295.91
200.42,7517.08
171.66,6433.0
146.67,5603.37
39.23,1873.24
243.07,8869.86
205.72,7653.85
94.42,3843.5
245.59,8968.03
162.41,6300.15
158.13,6161.62
194.58,7185.65
208.59,7936.39
174.43,6590.53
58.18,2578.19
104.42,4104.99
234.18,8788.55
79.42,3320.15
111.88,4334.27
125.06,4760.47
126.67,4787.39
164.85,6288.43
237.48,8868.93
82.95,3468.43
56.73,2473.76
73.44,2954.82
225.12,8311.11
172.08,6637.98
92.9,3703.02
209.51,7847.13
219.5,8074.98
216.23,8101.82
232.16,8579.97
85.49,3596.93
196.11,7441.18
131.32,5046.58
215.24,8020.72
190.27,7104.27
200.82,7386.7
174.36,6516.7
69.03,2936.02
149.91,5779.23
246.63,9146.81
236.23,8737.71
39.5,1975.74
66.26,2825.43
58.98,2634.64
189.72,6962.67
209.91,7454.71
76.97,3222.42
141.29,5302.59
214.95,8002.17
191.22,7162.36
149.29,5883.97
159.88,6135.68
141.84,5480.96
95.46,3924.82
154.3,5937.52
181.55,6808.65
222.13,8381.73
169.98,6338.47
197.45,7442.96
65.22,2627.79
131.54,5124.39
32.05,1641.15
84.27,3617.07
189.82,6987.26
248.2,9126.85
51.82,2395.94
118.33,4675.04
206.02,7728.58
74.89,3025.46
152.12,5765.07
191.28,7319.15
165.52,6287.94
71.37,3035.33
108.18,4274.94
202.43,7466.89
151.93,5910.93
31.15,1640.59
197.42,7640.19
37.77,1720.34
194.06,7374.41
74.55,2977.95
240.78,8942.9
110.95,4480.79
101.92,3860.16
62.76,2675.94
97.23,3846.83
222.86,8230.02
249.19,9260.3
111.03,4498.05
128.69,4990.97
188.86,7130.49
224.96,8385.14
160.47,6116.62
116.14,4455.81
120.78,4838.03
183.04,6935.78
30.71,1614.27
166.31,6240.19
108.21,4241.37
204.72,7647.71
50.46,2112.62
159.4,5910.35
135.81,5193.42
171.31,6548.16
44.27,1984.06
157.6,5913.99
153.53,5791.96
153.35,5821.55
162.77,6161.47
178.82,6975.36
207.1,7853.88
89.36,3730.1
211.51,8019.74
139.62,5286.69
46.95,2021.11
42.88,1890.16
103.53,4257.09
202.68,7538.99
185.69,6874.01
203.5,7579.24
143.8,5509.11
126.84,4966.37
62.44,2710.48
102.2,3994.27
125.48,4960.51
49.49,2168.3
78.53,3233.08
161.61,6225.01
191.85,7150.42
249.64,9180.34
235.28,8794.14
171.36,6411.98
122.67,4755.13
169.96,6504.14
202.84,7804.93
56.03,2521.73
120.18,4753.53
214.76,8069.56
114.44,4398.19
155.81,5964.98
159.31,6072.85
70.58,3002.63
109.69,4350.86
103.59,4163.71
35.76,1720.57
35.32,1742.14
212.97,7831.28
90.08,3620.65
143.98,5678.29
95.72,3882.07
236.95,8791.14
87.05,3736.2
124.52,4722.27
222.0,8159.08
215.23,8204.16
70.94,2987.58
206.58,7706.1
130.8,4958.12
136.25,5313.63
59.37,2632.24
47.73,2061.18
190.15,7141.11
139.22,5339.2
126.11,4939.35
190.49,7055.29
198.41,7569.64
64.96,2865.18
164.25,6212.42
59.78,2570.58
195.3,7321.95
174.53,6530.72
240.46,8871.59
45.17,2053.95
42.55,2150.61
92.08,3817.5
87.58,3658.6
84.34,3488.73
229.38,8416.43
84.9,3467.36
89.83,3741.06
197.07,7271.54
128.94,5076.65
200.88,7762.93
44.38,2159.5
137.27,5445.7
37.39,1830.66
43.78,2129.22
229.42,8457.78
60.63,2701.78
147.13,5715.08
120.44,4744.43
106.42,4356.14
227.96,8424.84
34.8,1699.33
176.03,6670.73
241.95,8865.18
153.24,5885.99
236.1,8591.64
41.5,2057.08
122.13,4779.37
87.23,3501.13
190.78,7093.88
245.89,9082.53
86.44,3594.11
173.92,6641.92
73.58,3004.8
154.37,5818.44
132.07,5187.97
243.84,8962.21
163.88,6241.65
106.89,4253.57
55.1,2459.74
63.27,2800.43
79.57,3158.64
85.21,3291.33
217.14,8043.0
153.47,6051.57
145.15,5782.33
55.25,2616.84
219.23,8153.78
189.02,6937.46
44.89,1836.74
185.72,6938.93
149.58,5715.44
47.98,2309.35
130.83,5165.7
136.63,5304.9
66.47,2737.48
238.05,8735.8
216.99,8120.22
177.18,6771.18
131.71,5148.86
120.59,4617.13
173.21,6627.56
150.0,5792.42
43.7,1922.44
142.75,5417.84
207.41,7828.16
131.03,5062.7
41.43,2108.98
202.98,7654.46
74.3,3051.84
86.9,3540.36
66.24,2824.58
102.65,4019.82
196.49,7285.73
144.26,5619.41
75.07,3212.11
223.12,8369.67
223.51,8474.31
221.53,8199.28
82.54,3556.16
129.27,4934.45
246.7,9033.15
199.84,7318.5
35.98,1714.61
44.35,2001.7
132.06,5174.87
230.03,8575.38
148.51,5578.71
139.52,5343.88
53.2,2325.0
174.49,6429.61
210.86,7782.1
113.69,4402.15
200.63,7665.57
242.18,8995.62
74.83,3185.22
145.13,5429.77
93.17,3880.38
204.43,7785.09
157.07,5797.63
169.61,6365.75
205.54,7743.52
117.11,4663.41
231.32,8528.34
147.27,5623.77
64.75,2706.51
183.1,6919.47
204.52,7777.83
99.69,3911.96
218.58,8250.36
229.35,8449.14
90.92,3597.4
246.37,9204.97
60.96,2725.67
74.44,3190.66
70.53,2836.95
226.68,8387.13
173.94,6670.35
63.46,2725.36
126.87,4833.12
165.37,6333.63
48.36,2121.19
224.13,8524.06
206.79,7892.23
141.15,5500.5
242.77,9132.98
121.91,4773.24
246.5,9204.19
176.94,6840.76
169.63,6461.52
66.51,2802.33
224.02,8170.38
124.05,4833.36
65.69,2881.54
32.77,1741.64
153.15,5910.56
146.03,5556.85
188.26,6891.34
225.86,8355.47
47.47,2131.0
190.93,7151.23
71.23,3054.93
218.8,8356.53
210.19,7869.14
148.97,5692.44
186.25,6992.95
99.16,3982.93
133.66,5095.16
210.76,7888.62
131.04,5131.42
108.72,4326.02
138.73,5401.19
212.21,7970.89
103.75,3953.91
68.23,2951.65
186.64,6965.41
211.72,7800.45
52.14,2214.46
82.77,3440.38
61.23,2620.93
106.55,4060.95
129.08,5065.51
194.74,7172.0
173.25,6577.82
166.6,6355.0
107.52,4351.84
215.12,8207.31
133.68,5042.44
245.4,9083.86
169.51,6405.26
57.78,2565.61
178.76,6778.13
101.52,4018.05
180.99,6790.63
45.32,1974.59
68.47,2995.37
218.26,8185.1
79.98,3391.06
214.15,7964.18
91.44,3634.74
171.43,6392.36
182.71,6930.85
142.78,5393.46
97.17,4085.76
76.78,3056.6
37.3,1832.92
96.87,4047.07
173.7,6639.26
236.43,8792.51
221.66,8161.43
198.53,7310.52
203.46,7698.05
176.3,6821.0
87.26,3510.32
229.58,8421.5
177.56,6468.82
153.3,5767.32
54.42,2393.25
128.35,5152.24
131.28,5162.07
220.2,8237.65
150.26,5719.18
113.69,4420.77
244.9,9211.93
54.36,2422.62
122.96,4593.36
39.25,1806.24
192.78,7161.44
231.98,8564.56
91.61,3762.58
218.84,8148.49
94.29,3792.39
230.37,8694.28
195.87,7285.86
207.08,7934.2
33.96,1621.52
241.82,8972.56
189.87,7117.25
97.05,3908.93
212.47,7980.8
91.93,3761.1
222.01,8194.89
54.77,2304.58
184.81,7218.7
148.95,5664.98
51.24,2363.24
83.22,3251.82
32.73,1617.55
133.13,5146.79
96.28,3917.02
161.64,5885.11
95.39,3855.35
95.98,3744.4
193.5,7305.02
40.59,1817.07
228.64,8416.74
217.5,8085.07
176.92,6586.86
160.51,6070.25
226.31,8301.39
70.77,2793.73
47.37,2259.86
82.69,3264.62
204.81,7650.38
37.63,1892.25
158.22,5976.12
249.0,9132.35
218.25,8161.48
144.72,5676.93
44.0,1923.1
212.9,7936.56
161.78,5988.89
55.29,2395.66
50.65,2276.12
230.12,8468.66
177.22,6657.14
212.44,7794.69
223.38,8325.85
155.79,6058.22
143.84,5424.62
124.69,4802.02
99.73,4040.74
125.61,5017.6
200.25,7359.55
162.42,6167.93
226.36,8450.74
127.54,4953.82
163.56,5976.91
168.89,6461.18
160.17,6258.0
184.58,6971.95
82.24,3275.13
142.72,5443.89
52.93,2529.52
114.59,4601.73
137.29,5369.04
173.49,6607.77
239.12,8802.98
162.14,6154.96
193.59,7267.88
141.38,5503.21
169.5,6583.49
45.61,2208.01
85.97,3366.88
109.61,4358.67
133.95,5261.88
40.04,1963.38
60.81,2565.26
90.9,3972.88
243.74,8903.09
102.9,3993.05
136.05,5285.08
73.14,3271.63
164.37,6169.39
91.75,3684.68
75.54,3251.57
143.65,5525.82
31.21,1558.93
31.69,1665.58
78.2,3264.08
38.08,1935.8
53.77,2510.95
104.55,4189.93
206.57,7759.08
155.85,5976.19
142.79,5546.45
94.57,3815.38
234.99,8724.44
117.34,4726.68
49.16,2372.23
165.75,6150.66
55.04,2427.56
105.95,4139.35
141.63,5425.97
222.33,8321.77
138.58,5417.25
184.5,6946.18
248.42,9003.36
58.93,2465.96
90.44,3755.08
116.81,4314.19
122.8,4916.82
120.42,4766.99
229.67,8670.22
187.09,7028.19
163.74,6024.73
98.06,3975.21
211.23,8020.65
240.11,8996.44
210.66,7806.96
30.34,1570.73
170.01,6397.01
41.25,1861.82
86.67,3629.11
43.1,1888.59
162.83,6109.84
181.05,6726.34
55.19,2282.53
114.44,4520.2
130.37,5179.17
111.19,4373.22
56.63,2331.32
122.17,4859.89
195.26,7502.64
45.62,2032.13
47.64,2119.53
108.05,4333.31
237.18,8963.48
177.09,6646.03
179.31,6642.51
109.62,4399.93
160.61,6201.09
32.23,1628.62
169.94,6392.13
230.92,8681.75
164.77,6319.62
222.21,8200.64
189.27,7129.5
56.52,2343.13
228.54,8567.48
44.62,2035.39
147.47,5617.98
61.27,2641.17
32.58,1644.17
122.85,4889.16
94.91,3880.92
136.92,5276.56
156.98,6070.81
39.62,1926.86
57.06,2454.47
152.9,5839.07
105.5,4177.57
190.42,7215.16
173.5,6535.94
216.03,8022.11
182.35,7079.07
124.58,4954.44
178.05,6655.78
90.58,3727.53
97.39,3920.45
203.58,7664.34
128.21,5001.16
205.64,7816.49
210.93,7917.21
218.66,8147.02
231.66,8712.31
124.82,4891.91
100.15,4017.42
158.08,6064.33
111.66,4398.67
162.24,6179.19
185.23,6924.34
181.45,6775.6
112.4,4334.2
66.71,2695.63
124.72,4777.1
61.37,2630.55
225.82,8414.06
106.09,4186.13
63.98,2503.77
35.6,1903.41
172.08,6631.48
170.12,6498.72
104.93,4363.4
45.78,2004.45
120.12,4892.91
98.47,3849.85
178.97,6787.7
163.27,6087.12
110.21,4358.84
77.94,3266.39
247.37,9142.41
129.88,5117.2
181.42,6859.61
60.92,2580.02
136.83,5232.36
36.06,1843.12
141.2,5376.63
242.08,9064.47
114.53,4630.66
38.58,1683.4
36.81,1901.65
115.36,4743.54
65.21,2807.39
35.14,1789.72
196.37,7476.55
130.88,5053.08
93.63,3795.41
228.02,8349.22
55.55,2458.13
240.3,8960.39
99.07,4019.16
225.45,8497.25
162.65,6115.18
211.88,7862.39
246.48,9316.45
93.45,3755.69
241.45,8970.75
115.69,4542.31
114.81,4436.27
104.89,4333.33
149.11,5666.07
63.91,2624.19
151.82,5768.5
149.18,5520.96
197.62,7351.52
213.4,7872.29
126.9,5003.14
96.51,3810.62
87.05,3635.66
72.82,3188.45
42.68,2072.0
105.34,4165.31
89.45,3645.02
242.61,8838.92
152.7,5830.98
106.4,4137.99
157.7,6089.03
60.62,2879.09
127.69,5019.12
167.77,6172.89
137.56,5278.39
118.39,4655.95
248.65,9211.37
223.67,8255.34
167.15,6374.76
155.26,5809.96
166.55,6234.59
74.29,3164.68
116.93,4490.99
38.68,1907.66
134.62,5074.76
149.47,5907.77
80.1,3226.25
242.09,8950.66
230.08,8585.86
188.87,7053.97
147.35,5671.42
221.39,8306.3
58.74,2652.08
203.91,7716.08
57.46,2493.94
204.73,7650.76
90.67,3908.32
222.96,8398.59
237.69,8726.94
62.74,2705.73
131.79,5079.09
245.82,9090.07
136.35,5149.29
219.98,8158.12
159.52,6264.39
112.57,4497.95
92.87,3501.42
74.71,3236.49
197.6,7524.81
115.04,4490.43
142.48,5558.55
138.31,5254.97
157.0,5948.02
220.43,8364.8
245.76,9074.52
119.67,4501.43
212.05,7915.57
198.2,7429.01
156.18,6086.01
240.33,8913.0
74.1,3051.5
54.04,2495.84
217.87,8137.59
126.61,4856.45
216.33,8187.16
226.48,8446.16
43.74,2031.22
224.36,8370.47
128.63,4894.99
142.3,5427.56
167.85,6375.12
233.8,8663.68
34.21,1824.44
134.91,5243.44
181.3,6930.95
189.0,7115.78
182.36,6988.13
59.58,2624.9
95.87,3856.69
108.92,4310.78
206.98,7648.72
91.33,3747.14
76.36,3168.41
240.64,8872.15
31.95,1728.89
249.52,9108.2
178.9,6719.27
212.26,8031.99
94.82,3850.12
33.15,1655.44
192.33,7256.7
213.51,7990.85
192.9,7100.0
61.43,2615.02
195.75,7513.05
199.16,7404.77
174.88,6588.93
198.55,7394.93
216.1,8054.89
164.99,6216.44
49.49,2280.93
137.28,5324.47
47.08,2225.25
119.66,4582.99
119.56,4650.69
44.52,2035.7
106.74,4281.48
54.42,2325.36
207.81,7864.98
238.49,8965.84
45.91,2007.95
240.13,8855.3
144.97,5520.65
95.9,4119.89
46.91,2098.85
140.14,5572.57
204.79,7541.11
185.56,6895.6
41.05,1868.08
46.04,2026.78
118.63,4625.33
94.96,3752.86
81.12,3257.43
91.82,3829.58
206.77,7859.2
234.43,8799.99
119.12,4721.69
229.34,8536.33
100.73,3975.81
134.82,5123.25
79.73,3326.72
170.9,6364.3
245.38,8988.76
162.77,6312.19
108.72,4495.23
172.52,6577.52
57.04,2607.13
225.5,8368.09
140.68,5289.98
128.86,5071.21
158.89,6118.09
167.45,6368.0
45.79,2078.44
180.18,6902.37
83.22,3314.3
187.07,6970.06
210.96,7782.71
206.87,7748.98
151.55,5695.47
144.44,5486.88
61.43,2579.57
200.58,7494.1
89.71,3491.11
139.27,5383.28
92.54,3863.64
59.44,2594.03
168.5,6551.73
41.95,2101.76
194.7,7392.34
99.87,4002.89
30.03,1553.29
142.45,5562.07
40.31,1871.59
90.76,3488.25
185.53,7042.92
43.79,1919.6
214.65,7916.69
30.84,1579.44
84.3,3441.03
193.0,7113.75
99.58,4001.83
52.42,2431.19
109.25,4210.97
89.49,3759.28
215.4,7882.86
98.94,4174.51
203.57,7583.65
226.21,8431.98
125.44,4701.19
230.19,8550.35
113.01,4478.2
242.1,8964.79
49.64,2181.22
181.14,6745.39
138.64,5465.42
115.28,4537.98
169.2,6575.96
184.85,6917.05
30.96,1540.12
66.73,2917.1
186.87,6878.16
176.6,6559.82
242.53,9098.31
197.43,7292.8
239.17,8689.04
184.56,7146.41
95.57,3705.62
53.18,2379.72
202.0,7576.95
171.71,6228.89
40.6,1894.3
109.21,4367.23
240.5,8952.79
140.09,5493.44
125.2,4843.27
130.69,5145.54
75.95,3089.46
111.12,4248.0
111.36,4267.79
41.52,1806.92
198.86,7561.23
121.63,4605.63
210.88,7908.19
217.08,8071.09
76.64,3172.09
174.62,6747.98
133.9,5142.73
223.63,8388.37
77.46,3214.96
179.12,6753.96
163.71,6459.69
94.97,3679.69
60.05,2730.74
173.36,6633.27
192.49,7189.25
99.44,4143.26
171.86,6330.4
116.93,4540.33
186.91,6920.84
73.83,3125.17
225.85,8293.35
93.23,3806.36
110.91,4363.31
42.78,1949.37
54.53,2447.51
143.49,5495.27
88.87,3501.6
213.81,8263.34
33.23,1614.42
113.4,4247.26
104.22,4063.35
34.25,1572.1
57.36,2590.25
121.0,4767.21
138.43,5384.93
118.94,4626.03
146.81,5610.29
160.93,6095.42
32.18,1618.29
132.1,5207.07
241.97,9002.55
144.19,5596.56
179.06,6817.03
98.61,4039.8
200.28,7538.55
200.04,7537.38
144.69,5682.86
244.72,8998.8
57.62,2431.16
33.73,1561.9
199.43,7498.51
207.57,7579.72
56.45,2521.81
88.43,3584.07
33.86,1798.62
94.53,3741.28
200.09,7482.86
143.95,5650.52
106.58,4368.65
111.78,4344.38
30.3,1578.6
95.96,3887.91
172.22,6565.1
244.32,9025.04
216.35,8200.51
35.19,1542.71
227.68,8426.8
202.3,7625.42
201.68,7604.62
130.76,5211.84
117.56,4734.46
96.64,3853.9
44.45,2185.84
80.21,3236.01
84.25,3541.94
136.5,5458.45
194.44,7426.82
134.24,5208.91
42.73,1962.22
240.71,8772.12
237.4,8840.03
202.74,7484.44
248.09,9103.91
149.79,5623.44
241.81,8917.28
46.63,2129.36
110.45,4393.1
79.58,3225.39
73.08,3164.84
60.98,2613.36
166.93,6263.81
201.89,7588.81
157.23,6199.25
62.33,2715.13
208.45,7759.37
169.91,6294.11
115.4,4516.93
178.31,6764.3
87.18,3512.51
105.94,4041.44
231.85,8529.58
93.91,3932.34
133.4,5312.31
225.83,8315.42
185.7,7066.73
43.68,1911.11
62.41,2824.67
31.73,1634.9
168.8,6503.06
128.49,4825.58
59.54,2651.68
240.75,8925.33
146.53,5713.57
83.22,3504.07
140.13,5411.23
179.52,6722.99
46.77,2215.01
90.43,3659.2
207.53,7676.36
131.13,4997.4
150.25,5610.93
125.22,4831.65
39.66,1998.3
66.46,2844.06
128.02,4927.69
76.02,3241.21
41.0,1851.59
215.6,8055.64
245.86,9087.22
204.49,7735.11
217.83,7966.42
83.23,3328.2
241.34,8783.0
73.32,3040.37
239.31,8997.15
248.86,9159.56
186.58,6979.2
245.85,9191.98
155.3,6042.31
87.1,3539.61
126.14,4983.34
160.58,6012.72
46.08,2250.53
166.92,6556.91
245.86,9157.19
71.82,2805.4
204.37,7597.16
229.74,8602.1
237.61,8774.35
241.23,9070.26
144.72,5624.05
245.01,9004.62
196.61,7384.52
65.57,2705.49
134.92,5203.87
188.03,7025.69
84.41,3572.0
170.94,6694.34
176.65,6539.7
65.79,2610.47
154.32,5876.64
199.76,7339.69
139.76,5396.12
32.66,1718.09
31.99,1769.01
108.55,4319.27
233.76,8662.38
80.31,3112.97
169.56,6437.22
78.86,3267.11
100.77,4090.75
216.57,8009.08
190.35,7118.73
50.99,2136.77
124.31,4621.88
36.42,1663.76
135.8,5095.82
175.74,6684.41
56.07,2410.66
93.55,3720.59
117.52,4514.9
232.3,8307.13
248.52,9348.89
39.88,1795.79
197.42,7368.52
111.78,4266.79
116.34,4669.12
195.94,7372.18
232.05,8539.25
239.2,8832.93
156.97,6161.66
108.57,4292.54
203.26,7595.95
85.22,3388.57
154.1,5703.91
108.89,4295.05
174.46,6638.61
82.89,3511.03
72.15,2800.42
232.01,8507.93
52.4,2275.81
141.31,5445.53
78.59,3236.06
38.56,1837.59
37.92,1868.15
68.55,2808.88
220.69,8317.55
92.15,3768.43
239.1,8836.55
157.96,6188.58
126.06,5067.57
157.62,6109.97
143.67,5226.72
196.93,7550.47
92.15,3804.7
107.67,4469.13
226.7,8558.27
238.22,8995.55
226.36,8510.56
122.28,4914.62
201.68,7758.23
134.79,5239.44
139.46,5223.83
75.03,3095.29
160.05,6140.7
70.95,2990.74
102.94,3978.39
218.11,7970.63
75.56,3070.37
45.65,2178.69
45.18,2239.39
236.97,8885.7
141.52,5559.03
120.07,4694.39
208.39,7619.56
213.88,7940.34
103.08,4081.99
182.6,6841.15
199.65,7493.12
174.02,6634.95
63.35,2802.58
222.69,8266.49
148.6,5510.65
92.14,3676.75
123.55,4828.63
38.27,1961.58
58.13,2477.79
198.42,7495.96
30.0,1579.1
121.64,4761.95
144.95,5666.38
42.02,1904.6
244.08,8985.18
79.75,3289.97
96.92,3828.32
96.87,3941.16
80.69,3252.89
30.32,1583.98
190.46,7155.94
242.71,9016.2
79.34,3231.09
175.87,6621.55
193.22,7272.2
216.65,8103.08
122.98,4803.82
96.64,4053.1
101.56,3955.7
186.78,7030.76
209.69,7681.84
69.96,2985.64
111.61,4294.72
228.43,8467.11
207.47,7724.33
246.67,9161.5
195.93,7302.43
116.5,4518.07
159.94,6241.5
175.42,6668.27
47.26,2098.0
149.79,5717.54
186.05,7176.31
66.81,2814.86
201.74,7491.94
158.43,5976.55
239.49,8827.2
39.33,1817.2
88.37,3465.05
162.34,6069.54
95.24,3750.58
187.17,7110.22
196.98,7356.22
52.55,2318.66
143.05,5633.69
141.96,5597.96
111.24,4365.25
235.24,8670.44
212.05,7835.36
183.39,6987.79
187.15,7029.84
131.58,5066.56
232.62,8560.29
182.81,6821.42
190.38,7195.16
219.57,8053.48
90.3,3759.84
207.56,7711.06
72.95,3038.39
105.98,4075.44
103.83,4132.96
245.28,9051.81
218.44,8140.33
184.26,7096.18
189.95,7166.11
153.66,5798.49
238.36,8771.47
139.18,5430.71
113.71,4609.86
65.87,2833.56
202.97,7672.65
191.58,7266.19
114.56,4651.44
35.54,1549.03
214.58,8077.0
32.51,1736.29
184.81,6834.62
243.46,8932.41
126.29,4834.91
81.69,3286.42
185.07,6929.34
209.77,7866.15
150.21,5844.08
242.75,9104.3
41.37,1864.07
141.06,5352.46
188.06,7213.68
219.78,8257.01
69.44,2938.55
206.0,7757.36
151.6,5802.86
117.24,4655.92
58.98,2530.6
220.37,8239.66
64.6,2609.95
98.15,3866.59
93.81,3715.65
221.71,8222.45
177.99,6637.16
205.27,7631.09
85.1,3327.16
167.47,6416.4
155.78,5944.19
213.22,7792.27
229.34,8443.39
32.67,1677.27
178.28,6685.65
41.4,1879.44
150.75,5768.75
93.28,3799.13
97.49,3768.54
107.65,4322.79
166.68,6253.92
103.49,4120.39
191.19,7188.24
119.0,4612.15
45.04,1973.95
202.43,7556.38
92.87,3912.87
125.21,4746.14
180.8,6997.15
103.14,4083.94
42.45,1989.25
112.26,4320.52
237.78,8745.13
171.18,6441.06
177.73,6615.82
169.1,6397.68
73.78,3041.54
122.03,4956.25
195.21,7215.64
52.3,2340.84
91.13,3714.25
90.79,3570.63
125.04,4945.23
245.68,9059.01
44.85,1820.53
144.11,5609.98
69.46,2819.41
243.55,8919.43
54.93,2491.23
118.79,4623.01
192.33,7323.49
185.0,7096.09
123.0,4740.52
106.24,4297.56
117.47,4536.07
88.14,3808.24
75.17,3061.77
136.27,5372.01
89.08,3702.09
93.24,3795.06
174.49,6539.97
243.08,8992.6
162.8,5982.65
46.94,2165.18
46.63,2166.96
239.31,8889.31
95.4,3541.81
50.25,2132.35
161.79,6087.83
167.2,6381.26
172.67,6572.42
88.83,3591.97
33.32,1729.88
242.3,8877.99
85.2,3542.9
178.73,6802.88
185.46,7028.81
164.2,6228.85
98.84,4142.46
89.64,3686.76
161.49,6055.21
220.54,8243.77
238.28,8915.1
53.3,2306.66
64.06,2851.11
237.84,8862.67
192.04,6987.07
224.26,8379.02
74.58,3069.67
159.27,6128.13
184.25,7043.2
179.62,6806.38
119.79,4859.29
33.39,1650.67
158.24,6101.01
85.68,3579.38
129.06,5007.22
240.67,9001.25
117.79,4563.1
214.76,7974.22
71.48,2870.51
177.94,6752.09
244.94,9105.48
52.42,2452.5
31.83,1693.18
125.39,4860.11
50.38,2145.4
194.64,7355.84
231.2,8703.1
125.48,4967.48
86.92,3650.53
125.57,4873.72
189.16,7073.89
